id,Gender,Age,Driving_License,Region_Code,Previously_Insured,Vehicle_Age,Vehicle_Damage,Annual_Premium,Policy_Sales_Channel,Vintage,Response
8157,Male,44,1,28,0,1-2 Year,Yes,40724,124,277,0
8158,Female,49,1,28,0,1-2 Year,Yes,2630,124,62,0
8159,Male,58,1,28,0,1-2 Year,Yes,66351,55,29,0
8160,Female,26,1,46,1,< 1 Year,No,2630,152,272,0
8161,Male,31,1,47,1,< 1 Year,No,34433,152,178,0
8162,Male,53,1,10,0,1-2 Year,Yes,27142,26,219,0
8163,Male,23,1,28,1,< 1 Year,No,41915,152,122,0
8164,Female,23,1,28,1,< 1 Year,No,37740,152,210,0
8165,Male,24,1,36,1,< 1 Year,No,29049,152,127,0
8166,Female,60,1,28,0,1-2 Year,Yes,2630,155,190,0
8167,Male,33,1,28,0,< 1 Year,Yes,2630,160,38,0
8168,Female,27,1,8,0,< 1 Year,No,29241,152,73,0
8169,Male,24,1,30,1,< 1 Year,No,25832,152,10,0
8170,Male,22,1,33,1,< 1 Year,No,37679,152,133,0
8171,Female,27,1,6,1,< 1 Year,No,38567,152,157,0
8172,Female,60,1,28,0,1-2 Year,Yes,46415,26,273,0
8173,Female,49,1,8,1,1-2 Year,No,40587,26,203,0
8174,Male,47,1,14,0,1-2 Year,Yes,37560,152,209,0
8175,Female,22,1,7,1,< 1 Year,No,2630,152,120,0
8176,Female,51,1,28,0,1-2 Year,Yes,30714,26,105,1
8177,Female,26,1,8,1,< 1 Year,No,27735,152,282,0
8178,Female,26,1,8,1,< 1 Year,No,25160,152,243,0
8179,Male,63,1,28,1,1-2 Year,Yes,30451,26,276,0
8180,Male,23,1,28,1,< 1 Year,No,44311,152,92,0
8181,Male,50,1,35,0,1-2 Year,Yes,34509,124,220,0
8182,Female,23,1,8,1,< 1 Year,No,40461,152,195,0
8183,Female,27,1,28,1,< 1 Year,No,44191,152,136,0
8184,Male,43,1,46,0,1-2 Year,Yes,22962,124,262,1
8185,Male,24,1,8,0,< 1 Year,Yes,49243,124,77,0
8186,Male,55,1,8,1,1-2 Year,No,60994,124,196,0
8187,Female,24,1,37,0,< 1 Year,Yes,37323,152,32,1
8188,Male,22,1,28,0,< 1 Year,Yes,2630,160,299,0
8189,Female,24,1,24,0,< 1 Year,Yes,40871,151,15,0
8190,Female,31,1,34,0,< 1 Year,Yes,38305,152,254,0
8191,Male,78,1,28,1,1-2 Year,No,69097,3,190,0
8192,Male,21,1,21,1,< 1 Year,No,34893,160,181,0
8193,Female,29,1,41,1,< 1 Year,No,28213,152,81,0
8194,Male,25,1,49,1,< 1 Year,No,2630,152,257,0
8195,Female,24,1,12,0,< 1 Year,Yes,25439,152,113,0
8196,Female,24,1,46,1,< 1 Year,No,29838,152,263,0
8197,Female,22,1,30,0,1-2 Year,Yes,20705,124,252,0
8198,Female,20,1,3,0,< 1 Year,Yes,16485,160,244,0
8199,Male,56,1,28,0,1-2 Year,Yes,44425,25,231,1
8200,Female,24,1,11,1,< 1 Year,No,43475,152,17,0
8201,Male,47,1,8,0,> 2 Years,Yes,27500,124,290,0
8202,Female,55,1,33,0,1-2 Year,Yes,43129,26,223,1
8203,Female,67,1,28,1,1-2 Year,No,57184,26,263,0
8204,Female,26,1,28,1,< 1 Year,No,50119,152,32,0
8205,Female,23,1,43,0,< 1 Year,Yes,2630,157,179,0
8206,Female,49,1,6,0,1-2 Year,Yes,43562,124,213,0
8207,Male,25,1,6,1,< 1 Year,No,33867,152,31,0
8208,Male,24,1,8,1,< 1 Year,No,35885,152,129,0
8209,Female,39,1,6,1,1-2 Year,Yes,27833,124,294,1
8210,Male,55,1,41,0,1-2 Year,Yes,28679,26,203,1
8211,Female,43,1,28,0,1-2 Year,Yes,25700,26,117,1
8212,Female,29,1,28,1,1-2 Year,No,40778,26,147,0
8213,Female,35,1,7,1,1-2 Year,Yes,45414,152,122,0
8214,Female,62,1,28,1,1-2 Year,Yes,37514,26,10,0
8215,Female,63,1,45,0,1-2 Year,Yes,34192,26,220,0
8216,Male,35,1,10,1,1-2 Year,No,25454,108,288,0
8217,Female,25,1,36,1,< 1 Year,Yes,34684,152,295,0
8218,Male,57,1,28,1,1-2 Year,No,30424,26,145,0
8219,Female,34,1,36,0,1-2 Year,Yes,2630,124,167,0
8220,Male,59,1,28,1,1-2 Year,No,2630,124,19,0
8221,Female,25,1,37,0,< 1 Year,No,25297,152,158,0
8222,Male,46,1,28,0,1-2 Year,Yes,50988,26,182,0
8223,Male,57,1,28,0,1-2 Year,Yes,44185,122,249,1
8224,Female,46,1,41,0,1-2 Year,Yes,2630,26,165,1
8225,Female,55,1,8,0,1-2 Year,Yes,2630,124,224,0
8226,Female,35,1,36,0,1-2 Year,Yes,2630,160,242,0
8227,Male,59,1,41,0,1-2 Year,Yes,50517,124,168,0
8228,Female,25,1,47,1,< 1 Year,No,2630,160,191,0
8229,Male,22,1,17,1,< 1 Year,No,41595,152,202,0
8230,Female,26,1,6,1,< 1 Year,No,24877,152,198,0
8231,Male,26,1,27,1,< 1 Year,No,2630,152,105,0
8232,Female,24,1,32,0,< 1 Year,No,36033,152,50,0
8233,Female,24,1,28,1,< 1 Year,No,40978,152,237,0
8234,Female,29,1,30,1,< 1 Year,No,23803,152,36,0
8235,Female,24,1,12,0,< 1 Year,Yes,26444,152,26,0
8236,Male,21,1,50,0,< 1 Year,Yes,21675,160,219,0
8237,Male,51,1,45,0,1-2 Year,Yes,28563,124,25,0
8238,Male,44,1,28,0,1-2 Year,Yes,29077,124,282,0
8239,Female,24,1,29,1,< 1 Year,No,31893,152,169,0
8240,Female,47,1,11,0,1-2 Year,No,2630,26,158,0
8241,Male,39,1,29,0,1-2 Year,Yes,33610,26,118,1
8242,Female,49,1,28,0,1-2 Year,Yes,30926,26,51,0
8243,Male,69,1,28,1,1-2 Year,No,28484,124,140,0
8244,Female,25,1,7,1,< 1 Year,No,2630,152,40,0
8245,Male,44,1,43,0,1-2 Year,Yes,2630,156,37,0
8246,Female,40,1,28,0,1-2 Year,Yes,2630,44,248,0
8247,Female,21,1,25,0,< 1 Year,Yes,21873,152,283,0
8248,Female,25,1,41,1,< 1 Year,No,26181,152,121,0
8249,Female,36,1,38,1,1-2 Year,No,36178,124,268,0
8250,Male,29,1,28,1,< 1 Year,No,26886,152,243,0
8251,Female,24,1,16,1,< 1 Year,No,2630,152,293,0
8252,Male,28,1,41,0,< 1 Year,Yes,28830,152,62,0
8253,Male,52,1,31,0,> 2 Years,Yes,2630,148,252,0
8254,Female,25,1,10,1,< 1 Year,No,21268,152,226,0
8255,Female,65,1,28,0,1-2 Year,Yes,31570,152,46,0
8256,Female,25,1,46,1,< 1 Year,No,25906,152,184,0
8257,Male,49,1,9,1,1-2 Year,No,26346,26,278,0
8258,Male,25,1,28,0,1-2 Year,Yes,2630,124,90,0
8259,Female,58,1,15,1,1-2 Year,No,35594,152,112,0
8260,Male,47,1,39,0,1-2 Year,Yes,24562,152,34,0
8261,Male,48,1,28,0,> 2 Years,Yes,36826,26,101,1
8262,Male,36,1,14,0,1-2 Year,Yes,2630,156,11,0
8263,Female,49,1,28,1,1-2 Year,No,67797,26,55,0
8264,Female,23,1,37,1,< 1 Year,No,18333,152,156,0
8265,Male,28,1,8,1,< 1 Year,No,32200,152,26,0
8266,Female,38,1,28,1,1-2 Year,No,29320,26,272,0
8267,Male,68,1,28,0,1-2 Year,No,55603,26,244,0
8268,Male,24,1,18,1,< 1 Year,No,40073,152,44,0
8269,Male,62,1,45,1,1-2 Year,No,35717,26,124,0
8270,Male,50,1,11,0,1-2 Year,Yes,25622,26,156,0
8271,Male,61,1,41,0,> 2 Years,Yes,52483,26,96,0
8272,Female,43,1,32,1,1-2 Year,No,36790,26,12,0
8273,Female,28,1,28,0,< 1 Year,Yes,35612,152,131,0
8274,Female,60,1,13,0,1-2 Year,Yes,29915,124,114,0
8275,Male,42,1,41,1,1-2 Year,Yes,29136,124,94,0
8276,Female,40,1,28,0,1-2 Year,Yes,28306,52,149,0
8277,Male,27,1,21,1,< 1 Year,No,26534,152,91,0
8278,Male,22,1,28,0,1-2 Year,Yes,2630,156,108,0
8279,Male,27,1,6,1,< 1 Year,No,28581,152,144,0
8280,Male,22,1,46,0,< 1 Year,Yes,32219,156,188,1
8281,Male,50,1,46,0,1-2 Year,No,2630,26,17,0
8282,Male,54,1,39,0,> 2 Years,Yes,34387,124,145,0
8283,Female,67,1,41,0,1-2 Year,Yes,49773,26,185,1
8284,Male,69,1,32,0,> 2 Years,Yes,2630,124,52,0
8285,Male,48,1,28,0,> 2 Years,Yes,37861,26,54,0
8286,Male,72,1,28,0,1-2 Year,Yes,91670,124,96,0
8287,Male,24,1,15,0,< 1 Year,No,2630,160,289,0
8288,Female,52,1,28,0,1-2 Year,Yes,32188,26,97,1
8289,Female,37,1,28,1,1-2 Year,No,76548,124,24,0
8290,Female,48,1,28,0,> 2 Years,Yes,52495,124,189,1
8291,Female,23,1,11,1,< 1 Year,No,27430,152,230,0
8292,Female,40,1,29,0,1-2 Year,No,36394,124,35,0
8293,Female,44,1,28,0,1-2 Year,Yes,31493,13,164,0
8294,Male,49,1,28,0,1-2 Year,Yes,49318,26,139,1
8295,Male,44,1,28,0,1-2 Year,Yes,51146,25,98,0
8296,Female,28,1,49,1,< 1 Year,No,22199,152,266,0
8297,Male,44,1,8,1,1-2 Year,Yes,2630,124,187,0
8298,Male,41,1,18,0,1-2 Year,Yes,34396,26,207,1
8299,Female,37,1,7,1,1-2 Year,No,2630,124,35,0
8300,Male,21,1,46,0,< 1 Year,Yes,30209,152,99,0
8301,Male,47,1,41,0,1-2 Year,Yes,34489,26,231,0
8302,Female,22,1,15,1,< 1 Year,No,31033,160,271,0
8303,Female,65,1,28,0,1-2 Year,Yes,41368,124,74,0
8304,Female,44,1,43,0,1-2 Year,Yes,26124,26,54,1
8305,Female,42,1,35,0,1-2 Year,Yes,33039,124,71,0
8306,Male,36,1,45,0,1-2 Year,Yes,22519,124,68,0
8307,Female,26,1,11,1,< 1 Year,No,29704,152,227,0
8308,Male,20,1,10,0,< 1 Year,No,38388,160,73,0
8309,Female,49,1,28,0,1-2 Year,No,43294,26,254,0
8310,Male,72,1,4,1,1-2 Year,No,32978,26,163,0
8311,Male,48,1,39,0,1-2 Year,Yes,31569,26,47,0
8312,Female,68,1,24,0,1-2 Year,Yes,23655,26,274,0
8313,Female,71,1,50,0,1-2 Year,Yes,43128,8,282,0
8314,Male,36,1,47,0,1-2 Year,Yes,24744,124,278,1
8315,Female,56,1,46,0,1-2 Year,Yes,2630,152,53,0
8316,Female,26,1,17,1,< 1 Year,No,27564,152,95,0
8317,Male,46,1,28,0,1-2 Year,Yes,37782,55,232,0
8318,Female,23,1,10,1,< 1 Year,No,28551,152,163,0
8319,Male,20,1,50,0,< 1 Year,No,40928,160,53,0
8320,Female,27,1,21,1,< 1 Year,No,28541,152,50,0
8321,Male,23,1,29,1,< 1 Year,No,37328,152,168,0
8322,Male,42,1,28,0,1-2 Year,Yes,29421,26,160,0
8323,Male,60,1,28,0,1-2 Year,Yes,76516,147,34,1
8324,Female,68,1,28,0,1-2 Year,Yes,51799,26,259,0
8325,Male,58,1,28,0,1-2 Year,Yes,48309,124,205,1
8326,Female,37,1,11,0,1-2 Year,Yes,28225,26,188,1
8327,Male,62,1,11,0,1-2 Year,Yes,2630,156,98,1
8328,Female,53,1,41,1,1-2 Year,No,52481,160,10,0
8329,Male,43,1,28,0,1-2 Year,Yes,29456,26,87,0
8330,Female,23,1,8,0,< 1 Year,Yes,54988,152,99,0
8331,Male,22,1,15,0,< 1 Year,No,46639,152,90,0
8332,Male,38,1,27,0,1-2 Year,Yes,2630,124,170,0
8333,Female,24,1,17,1,< 1 Year,No,2630,152,101,0
8334,Female,26,1,28,1,< 1 Year,No,35349,152,128,0
8335,Male,30,1,15,0,< 1 Year,Yes,30961,152,36,0
8336,Male,21,1,15,0,< 1 Year,Yes,2630,152,291,0
8337,Male,25,1,26,1,< 1 Year,No,39617,152,124,0
8338,Female,31,1,28,0,< 1 Year,Yes,28887,152,234,0
8339,Female,26,1,21,1,< 1 Year,No,25018,152,286,0
8340,Female,25,1,15,0,< 1 Year,Yes,56893,152,216,0
8341,Male,32,1,39,0,< 1 Year,Yes,22551,26,229,0
8342,Female,26,1,36,1,< 1 Year,No,28167,152,45,0
8343,Female,49,1,28,0,1-2 Year,Yes,38343,13,115,0
8344,Male,30,1,28,0,< 1 Year,Yes,67763,121,33,0
8345,Male,53,1,28,0,1-2 Year,Yes,47371,26,66,0
8346,Female,22,1,30,1,< 1 Year,No,26307,152,108,0
8347,Female,23,1,28,0,< 1 Year,Yes,45622,26,181,0
8348,Female,28,1,21,0,< 1 Year,Yes,33433,152,200,0
8349,Male,30,1,21,1,< 1 Year,No,30105,152,226,0
8350,Male,24,1,42,0,< 1 Year,Yes,28508,152,222,0
8351,Male,45,1,47,0,1-2 Year,Yes,23893,124,36,0
8352,Male,35,1,28,0,1-2 Year,Yes,42741,26,202,0
8353,Male,30,1,28,1,< 1 Year,No,40310,152,28,0
8354,Male,66,1,15,0,1-2 Year,Yes,2630,26,104,1
8355,Male,60,1,10,0,1-2 Year,Yes,26443,26,35,0
8356,Male,66,1,8,0,> 2 Years,Yes,35685,30,63,1
8357,Female,40,1,28,0,1-2 Year,Yes,30626,124,289,0
8358,Female,24,1,8,0,< 1 Year,No,42363,152,32,0
8359,Male,41,1,3,1,1-2 Year,No,2630,156,106,0
8360,Male,21,1,32,1,< 1 Year,No,29757,152,198,0
8361,Male,21,1,28,1,< 1 Year,Yes,56807,152,299,0
8362,Female,20,1,46,0,< 1 Year,Yes,23190,160,106,0
8363,Male,62,1,18,1,1-2 Year,No,33765,26,24,0
8364,Female,21,1,25,1,< 1 Year,No,30799,152,195,0
8365,Male,30,1,8,0,< 1 Year,Yes,40984,124,254,1
8366,Female,25,1,45,0,< 1 Year,Yes,21075,152,183,0
8367,Male,31,1,37,0,< 1 Year,Yes,22731,152,60,0
8368,Male,50,1,28,0,< 1 Year,Yes,56549,26,101,1
8369,Female,69,1,15,0,1-2 Year,Yes,53722,14,268,0
8370,Male,25,1,28,1,< 1 Year,No,28392,152,82,0
8371,Male,25,1,8,0,< 1 Year,Yes,2630,152,73,0
8372,Male,28,1,36,1,< 1 Year,No,25382,152,168,0
8373,Female,55,1,48,0,1-2 Year,Yes,2630,26,288,0
8374,Male,22,1,41,1,< 1 Year,No,2630,152,160,0
8375,Female,63,1,24,0,1-2 Year,Yes,2630,157,245,0
8376,Male,54,1,29,0,1-2 Year,Yes,40729,124,91,1
8377,Male,44,1,28,0,1-2 Year,Yes,64921,26,270,0
8378,Female,74,1,13,0,1-2 Year,Yes,25265,26,57,0
8379,Male,27,1,33,1,< 1 Year,No,32715,152,207,0
8380,Male,57,1,28,0,1-2 Year,Yes,69327,124,57,0
8381,Male,56,1,28,1,1-2 Year,No,40910,55,193,0
8382,Male,28,1,23,0,1-2 Year,Yes,29949,124,176,1
8383,Male,38,1,41,0,1-2 Year,Yes,2630,124,22,0
8384,Female,50,1,28,0,1-2 Year,Yes,2630,13,183,1
8385,Male,58,1,8,0,1-2 Year,Yes,43888,124,193,0
8386,Male,43,1,28,1,1-2 Year,No,2630,26,48,0
8387,Female,20,1,47,0,< 1 Year,Yes,31425,160,100,0
8388,Female,21,1,16,0,< 1 Year,Yes,21600,152,18,0
8389,Female,44,1,41,1,1-2 Year,No,32019,26,226,0
8390,Female,24,1,41,1,< 1 Year,No,29570,152,271,0
8391,Male,27,1,36,1,< 1 Year,No,32771,152,29,0
8392,Female,27,1,8,1,< 1 Year,No,33051,152,60,0
8393,Male,21,1,8,1,< 1 Year,No,31301,160,260,0
8394,Male,41,1,28,0,1-2 Year,Yes,46500,44,197,0
8395,Female,23,1,10,0,< 1 Year,No,18745,160,174,0
8396,Male,70,1,37,0,1-2 Year,Yes,38433,124,169,0
8397,Male,71,1,41,1,1-2 Year,No,40275,12,223,0
8398,Male,22,1,6,1,1-2 Year,Yes,23617,124,16,0
8399,Male,22,1,29,1,< 1 Year,Yes,33756,152,135,0
8400,Male,21,1,36,1,< 1 Year,No,27572,152,126,0
8401,Male,49,1,8,1,1-2 Year,No,53993,26,32,0
8402,Female,33,1,11,0,1-2 Year,Yes,2630,156,79,1
8403,Female,57,1,28,0,1-2 Year,Yes,36102,124,190,0
8404,Female,46,1,28,0,1-2 Year,Yes,42103,25,24,1
8405,Female,39,1,28,0,1-2 Year,Yes,31483,26,155,1
8406,Female,28,1,28,0,< 1 Year,Yes,37583,152,160,0
8407,Female,21,1,28,1,< 1 Year,No,26248,160,113,0
8408,Male,42,1,28,1,1-2 Year,No,27245,61,64,0
8409,Male,46,1,8,1,1-2 Year,No,54037,124,143,0
8410,Male,37,1,37,1,1-2 Year,No,34305,124,219,0
8411,Male,21,1,41,1,1-2 Year,No,62452,154,164,0
8412,Female,45,1,28,0,1-2 Year,Yes,40421,26,176,0
8413,Female,24,1,43,1,< 1 Year,No,30124,152,104,0
8414,Female,24,1,39,1,< 1 Year,No,31005,152,135,0
8415,Female,24,1,8,1,< 1 Year,No,35669,152,108,0
8416,Male,40,1,25,0,< 1 Year,No,2630,1,51,0
8417,Female,38,1,28,0,1-2 Year,Yes,24051,26,195,1
8418,Female,63,1,33,1,1-2 Year,No,35934,26,128,0
8419,Female,47,1,28,0,> 2 Years,Yes,31025,124,31,0
8420,Male,24,1,3,0,< 1 Year,Yes,26703,152,286,1
8421,Female,24,1,29,1,< 1 Year,No,32887,26,220,0
8422,Male,52,1,29,0,1-2 Year,Yes,2630,157,144,0
8423,Female,22,1,50,1,< 1 Year,No,29679,152,123,0
8424,Female,23,1,30,0,< 1 Year,Yes,25201,163,203,1
8425,Male,45,1,28,0,1-2 Year,Yes,33855,26,164,1
8426,Female,29,1,2,1,< 1 Year,No,2630,152,33,0
8427,Female,24,1,36,0,< 1 Year,Yes,27977,152,65,1
8428,Male,27,1,16,1,< 1 Year,No,13475,152,24,0
8429,Male,47,1,32,1,1-2 Year,No,22104,124,58,0
8430,Female,22,1,6,1,< 1 Year,No,14760,152,143,0
8431,Female,29,1,12,1,< 1 Year,Yes,26755,160,118,0
8432,Female,21,1,6,1,< 1 Year,No,21866,152,75,0
8433,Male,22,1,28,0,< 1 Year,Yes,2630,152,280,0
8434,Female,21,1,22,1,< 1 Year,No,2630,152,87,0
8435,Male,28,1,28,0,< 1 Year,Yes,29234,156,62,1
8436,Male,76,1,9,0,1-2 Year,Yes,2630,156,163,0
8437,Male,73,1,28,0,1-2 Year,No,35557,26,25,0
8438,Female,32,1,28,1,< 1 Year,No,37753,152,57,0
8439,Male,25,1,13,1,< 1 Year,No,25951,152,199,0
8440,Female,25,1,36,1,< 1 Year,No,35240,152,98,0
8441,Male,22,1,6,0,< 1 Year,Yes,42706,152,278,0
8442,Male,25,1,29,1,< 1 Year,No,39384,152,245,0
8443,Male,40,1,28,0,> 2 Years,Yes,39148,26,59,0
8444,Male,22,1,36,0,< 1 Year,No,29429,152,102,0
8445,Male,22,1,39,0,< 1 Year,Yes,38673,152,66,0
8446,Female,40,1,14,1,1-2 Year,No,17838,152,249,0
8447,Male,49,1,23,0,1-2 Year,Yes,41680,26,13,0
8448,Male,32,1,8,1,< 1 Year,No,33752,152,230,0
8449,Female,24,1,41,1,< 1 Year,Yes,40550,152,240,0
8450,Female,25,1,8,0,< 1 Year,Yes,2630,152,68,0
8451,Male,21,1,46,1,< 1 Year,No,32899,152,274,0
8452,Male,49,1,46,0,1-2 Year,Yes,29806,124,185,1
8453,Male,51,1,28,0,> 2 Years,Yes,42041,26,235,0
8454,Male,50,1,8,0,1-2 Year,Yes,42049,124,206,0
8455,Female,25,1,27,0,< 1 Year,Yes,27437,152,37,0
8456,Female,47,1,26,1,1-2 Year,No,34301,124,77,0
8457,Female,23,1,36,1,< 1 Year,No,31534,160,290,0
8458,Female,43,1,28,0,1-2 Year,Yes,36867,124,156,0
8459,Male,56,1,11,0,> 2 Years,Yes,30335,26,213,0
8460,Male,21,1,20,0,< 1 Year,Yes,2630,152,70,0
8461,Male,59,1,28,1,1-2 Year,No,63731,26,48,0
8462,Female,63,1,5,0,1-2 Year,Yes,27311,26,149,0
8463,Female,56,1,30,0,1-2 Year,Yes,33696,140,59,0
8464,Female,72,1,26,1,1-2 Year,No,46198,124,84,0
8465,Female,37,1,46,0,1-2 Year,Yes,21346,124,240,1
8466,Male,36,1,28,0,1-2 Year,Yes,40471,124,161,0
8467,Female,68,1,50,1,1-2 Year,Yes,27865,64,57,0
8468,Female,24,1,8,0,< 1 Year,No,23911,160,142,0
8469,Male,54,1,28,0,1-2 Year,Yes,26380,122,168,0
8470,Male,39,1,28,0,1-2 Year,Yes,2630,122,199,0
8471,Male,53,1,28,1,1-2 Year,Yes,53650,124,164,0
8472,Female,23,1,46,0,< 1 Year,Yes,30998,151,161,0
8473,Female,45,1,36,0,1-2 Year,Yes,42814,154,170,1
8474,Female,26,1,14,1,< 1 Year,No,24927,152,95,0
8475,Female,20,1,15,0,< 1 Year,Yes,32217,160,124,0
8476,Female,54,1,28,0,1-2 Year,Yes,31358,26,54,1
8477,Male,46,1,28,0,1-2 Year,Yes,44240,122,281,1
8478,Female,25,1,4,1,< 1 Year,No,24862,152,175,0
8479,Male,43,1,17,0,1-2 Year,Yes,36733,154,87,0
8480,Female,32,1,11,0,1-2 Year,No,2630,156,226,0
8481,Female,26,1,50,1,< 1 Year,No,25738,152,60,0
8482,Male,22,1,35,0,< 1 Year,Yes,42342,26,294,0
8483,Female,73,1,28,1,1-2 Year,No,2630,13,212,0
8484,Female,22,1,11,1,< 1 Year,No,37018,152,63,0
8485,Female,27,1,45,1,< 1 Year,No,23244,152,246,0
8486,Female,50,1,28,0,1-2 Year,Yes,43912,52,182,0
8487,Male,48,1,49,0,1-2 Year,Yes,31418,124,64,0
8488,Female,44,1,35,0,1-2 Year,No,2630,156,91,0
8489,Male,27,1,28,1,< 1 Year,No,47793,152,166,0
8490,Male,45,1,24,0,1-2 Year,Yes,2630,124,89,1
8491,Male,70,1,28,1,1-2 Year,No,37699,122,15,0
8492,Male,43,1,47,1,1-2 Year,No,32947,113,22,0
8493,Female,29,1,28,1,< 1 Year,No,29153,152,12,0
8494,Female,66,1,28,0,1-2 Year,Yes,2630,26,114,1
8495,Female,71,1,14,1,1-2 Year,No,49654,26,111,0
8496,Male,24,1,41,1,< 1 Year,No,24516,152,179,0
8497,Male,43,1,0,0,1-2 Year,Yes,2630,26,251,0
8498,Male,53,1,28,0,> 2 Years,Yes,33762,39,67,0
8499,Male,24,1,13,1,< 1 Year,No,20427,152,153,0
8500,Female,53,1,18,1,1-2 Year,No,41565,60,276,0
8501,Male,35,1,28,0,1-2 Year,Yes,43739,163,117,0
8502,Female,25,1,8,1,< 1 Year,No,43525,152,108,0
8503,Male,25,1,15,1,< 1 Year,No,28880,152,232,0
8504,Female,23,1,6,1,< 1 Year,No,34954,152,166,0
8505,Female,22,1,8,1,< 1 Year,No,32946,152,278,0
8506,Male,23,1,28,0,< 1 Year,Yes,56720,152,83,0
8507,Female,28,1,29,0,1-2 Year,Yes,2630,156,80,0
8508,Female,22,1,41,1,< 1 Year,No,34541,152,118,0
8509,Female,50,1,41,0,1-2 Year,No,40164,124,187,0
8510,Female,24,1,11,1,< 1 Year,No,38531,152,201,0
8511,Male,23,1,50,0,< 1 Year,No,22573,152,15,0
8512,Male,24,1,45,1,< 1 Year,Yes,20157,152,51,0
8513,Male,50,1,30,0,1-2 Year,Yes,36306,163,176,0
8514,Male,49,1,39,1,1-2 Year,No,45962,124,141,0
8515,Male,48,1,28,1,1-2 Year,No,43080,124,64,0
8516,Female,26,1,8,1,< 1 Year,No,29906,152,59,0
8517,Female,22,1,8,1,< 1 Year,No,34245,152,37,0
8518,Male,41,1,11,1,1-2 Year,No,20470,124,161,0
8519,Female,22,1,30,0,< 1 Year,No,34032,152,223,1
8520,Male,48,1,15,1,1-2 Year,No,38295,124,279,0
8521,Female,31,1,8,0,< 1 Year,No,2630,1,78,0
8522,Female,21,1,41,0,< 1 Year,Yes,35185,156,50,0
8523,Female,30,1,46,0,< 1 Year,Yes,27071,156,15,0
8524,Male,52,1,39,0,1-2 Year,Yes,33610,26,288,0
8525,Female,22,1,13,0,< 1 Year,Yes,26444,152,292,0
8526,Female,21,1,22,1,< 1 Year,No,2630,152,82,0
8527,Female,44,1,28,0,1-2 Year,Yes,47650,26,182,0
8528,Male,27,1,28,1,< 1 Year,No,39281,152,192,0
8529,Female,22,1,44,1,< 1 Year,No,25134,152,201,0
8530,Female,23,1,27,0,< 1 Year,Yes,30122,152,36,0
8531,Male,74,1,28,1,1-2 Year,No,29290,122,104,0
8532,Male,76,1,41,0,1-2 Year,Yes,44980,124,229,0
8533,Female,33,1,30,0,< 1 Year,Yes,26097,124,70,1
8534,Male,65,1,8,1,1-2 Year,No,40010,26,212,0
8535,Male,57,1,39,1,1-2 Year,No,45928,124,201,0
8536,Male,52,1,28,0,1-2 Year,Yes,59317,26,193,1
8537,Male,39,1,28,0,1-2 Year,Yes,36211,26,66,1
8538,Female,27,1,8,1,< 1 Year,No,44458,152,292,0
8539,Male,70,1,28,0,> 2 Years,Yes,47284,3,186,0
8540,Female,20,1,17,1,< 1 Year,No,34807,160,97,0
8541,Male,30,1,41,1,< 1 Year,No,42761,152,239,0
8542,Male,32,1,28,0,< 1 Year,Yes,19880,122,126,0
8543,Female,39,1,41,0,1-2 Year,Yes,2630,157,193,1
8544,Female,24,1,28,1,< 1 Year,No,39002,152,173,0
8545,Female,52,1,41,0,> 2 Years,Yes,50316,163,257,0
8546,Female,41,1,28,0,1-2 Year,Yes,83846,157,286,0
8547,Male,51,1,8,1,1-2 Year,No,31197,124,235,0
8548,Male,43,1,29,0,1-2 Year,Yes,38048,26,124,0
8549,Male,22,1,46,1,< 1 Year,No,32827,152,77,0
8550,Male,42,1,28,0,1-2 Year,No,41649,26,19,0
8551,Female,24,1,45,1,< 1 Year,No,23689,152,147,0
8552,Male,40,1,7,0,1-2 Year,Yes,26510,124,270,0
8553,Male,24,1,28,1,< 1 Year,No,50391,152,255,0
8554,Male,54,1,28,1,1-2 Year,No,45826,26,229,0
8555,Female,26,1,17,1,< 1 Year,No,40999,152,179,0
8556,Female,44,1,28,0,1-2 Year,Yes,42486,124,289,0
8557,Female,25,1,45,1,< 1 Year,No,27747,26,273,0
8558,Female,28,1,27,1,1-2 Year,No,2630,156,263,0
8559,Female,25,1,8,1,< 1 Year,No,27517,160,65,0
8560,Female,24,1,46,1,< 1 Year,No,21303,152,233,0
8561,Female,45,1,2,1,1-2 Year,No,40748,152,28,0
8562,Female,50,1,28,0,1-2 Year,Yes,36433,26,11,1
8563,Female,43,1,41,0,1-2 Year,No,26294,26,52,0
8564,Male,57,1,28,0,1-2 Year,Yes,2630,156,113,1
8565,Male,35,1,28,0,1-2 Year,Yes,42078,154,108,0
8566,Female,44,1,28,0,> 2 Years,Yes,34555,124,138,1
8567,Male,20,1,15,0,< 1 Year,Yes,27171,160,19,0
8568,Female,28,1,3,1,< 1 Year,No,28911,152,118,0
8569,Male,52,1,28,0,1-2 Year,Yes,45317,124,170,0
8570,Female,23,1,36,1,< 1 Year,No,38326,152,111,0
8571,Male,47,1,28,0,1-2 Year,Yes,43861,124,42,0
8572,Male,48,1,8,0,1-2 Year,Yes,62826,26,135,0
8573,Female,21,1,11,0,< 1 Year,Yes,30320,152,167,0
8574,Female,32,1,28,0,< 1 Year,Yes,34874,152,99,0
8575,Male,21,1,8,1,< 1 Year,No,42024,160,108,0
8576,Female,27,1,50,1,< 1 Year,No,32338,152,157,0
8577,Female,20,1,46,1,< 1 Year,No,22273,160,256,0
